Details,Accession,Release_Date,Species,Genus,Family,Length,Genotype,Genome_Region,Segment,Protein,Geo_Location,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
"",QHW06062,2020-02-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,,,,membrane glycoprotein,USA,Homo sapiens,oronasopharynx,2020-01-29,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHW06063,2020-02-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,,,,orf6 protein,USA,Homo sapiens,oronasopharynx,2020-01-29,,orf6 protein [Severe acute respiratory syndrome coronavirus 2]
"",QHW06064,2020-02-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,orf7a protein,USA,Homo sapiens,oronasopharynx,2020-01-29,,orf7a protein [Severe acute respiratory syndrome coronavirus 2]
"",QHW06065,2020-02-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,orf8 protein,USA,Homo sapiens,oronasopharynx,2020-01-29,,orf8 protein [Severe acute respiratory syndrome coronavirus 2]
"",QHW06066,2020-02-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,,,,nucleocapsid phosphoprotein,USA,Homo sapiens,oronasopharynx,2020-01-29,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHW06067,2020-02-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,,,,orf10 protein,USA,Homo sapiens,oronasopharynx,2020-01-29,,orf10 protein [Severe acute respiratory syndrome coronavirus 2]
"",QHN73809,2020-01-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,,,,orf1ab polyprotein,China,Homo sapiens,"lung, oronasopharynx",2020-01-11,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHN73810,2020-01-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,,,,surface glycoprotein,China,Homo sapiens,"lung, oronasopharynx",2020-01-11,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHN73811,2020-01-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,,,,ORF3a protein,China,Homo sapiens,"lung, oronasopharynx",2020-01-11,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
"",QHN73812,2020-01-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,,,,envelope protein,China,Homo sapiens,"lung, oronasopharynx",2020-01-11,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
"",QHN73813,2020-01-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,,,,membrane glycoprotein,China,Homo sapiens,"lung, oronasopharynx",2020-01-11,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHN73814,2020-01-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,,,,ORF6 protein,China,Homo sapiens,"lung, oronasopharynx",2020-01-11,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
"",QHN73815,2020-01-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,ORF7a protein,China,Homo sapiens,"lung, oronasopharynx",2020-01-11,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
"",QHN73816,2020-01-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,ORF8 protein,China,Homo sapiens,"lung, oronasopharynx",2020-01-11,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
"",QHN73817,2020-01-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,,,,nucleocapsid phosphoprotein,China,Homo sapiens,"lung, oronasopharynx",2020-01-11,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHN73818,2020-01-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,,,,ORF10 protein,China,Homo sapiens,"lung, oronasopharynx",2020-01-11,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
"",QHW06048,2020-02-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,,,,orf1ab polyprotein,USA,Homo sapiens,oronasopharynx,2020-01-29,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHW06050,2020-02-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,,,,orf3a protein,USA,Homo sapiens,oronasopharynx,2020-01-29,,orf3a protein [Severe acute respiratory syndrome coronavirus 2]
"",QHW06051,2020-02-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,,,,envelope protein,USA,Homo sapiens,oronasopharynx,2020-01-29,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
"",QHW06052,2020-02-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,,,,membrane glycoprotein,USA,Homo sapiens,oronasopharynx,2020-01-29,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHN69982,2020-01-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,96,,,,orf1ab polyprotein,Thailand,Homo sapiens,"lung, oronasopharynx",2020-01-08,,"orf1ab polyprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
"",QHN69983,2020-01-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,96,,,,orf1ab polyprotein,Thailand,Homo sapiens,"lung, oronasopharynx",2020-01-13,,"orf1ab polyprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
"",QHZ00357,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,,,,orf1ab polyprotein,China,Homo sapiens,"lung, oronasopharynx",2020-01-20,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHZ00359,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,,,,ORF3a protein,China,Homo sapiens,"lung, oronasopharynx",2020-01-20,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
"",QHZ00360,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,,,,structural protein,China,Homo sapiens,"lung, oronasopharynx",2020-01-20,,structural protein [Severe acute respiratory syndrome coronavirus 2]
"",QHZ00364,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,ORF8 protein,China,Homo sapiens,"lung, oronasopharynx",2020-01-20,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
"",QHZ00365,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,,,,structural protein,China,Homo sapiens,"lung, oronasopharynx",2020-01-20,,structural protein [Severe acute respiratory syndrome coronavirus 2]
"",QHR84448,2020-01-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,,,,orf1ab polyprotein,Australia,Homo sapiens,,2020-01-25,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHR84450,2020-01-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,,,,ORF3a protein,Australia,Homo sapiens,,2020-01-25,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
"",QHR84453,2020-01-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,,,,ORF6 protein,Australia,Homo sapiens,,2020-01-25,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
"",QHR84454,2020-01-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,ORF7a protein,Australia,Homo sapiens,,2020-01-25,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
"",QHN73803,2020-01-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,95,,,,ORF1ab polyprotein,China,Homo sapiens,oronasopharynx,2020-01,,"ORF1ab polyprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
"",QHO62106,2020-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,,,,orf1ab polyprotein,China,Homo sapiens,,2020-01-02,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHO62107,2020-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,,,,surface glycoprotein,China,Homo sapiens,,2020-01-02,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHO62108,2020-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,,,,envelope protein,China,Homo sapiens,,2020-01-02,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
"",QHO62109,2020-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,,,,matrix protein,China,Homo sapiens,,2020-01-02,,matrix protein [Severe acute respiratory syndrome coronavirus 2]
"",QHO62110,2020-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,,,,nucleocapsid protein,China,Homo sapiens,,2020-01-02,,nucleocapsid protein [Severe acute respiratory syndrome coronavirus 2]
"",QHZ87591,2020-02-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7088,,,,orf1ab polyprotein,USA,Homo sapiens,oronasopharynx,2020-01-27,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHZ87593,2020-02-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,,,,orf3a protein,USA,Homo sapiens,oronasopharynx,2020-01-27,,orf3a protein [Severe acute respiratory syndrome coronavirus 2]
"",QHZ87596,2020-02-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,,,,orf6 protein,USA,Homo sapiens,oronasopharynx,2020-01-27,,orf6 protein [Severe acute respiratory syndrome coronavirus 2]
"",QHZ87598,2020-02-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,orf8 protein,USA,Homo sapiens,oronasopharynx,2020-01-27,,orf8 protein [Severe acute respiratory syndrome coronavirus 2]
"",QHZ87599,2020-02-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,,,,nucleocapsid phosphoprotein,USA,Homo sapiens,oronasopharynx,2020-01-27,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHO62884,2020-01-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,,,,nucleocapsid phosphoprotein,USA,Homo sapiens,"lung, oronasopharynx",2020-01-21,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHO62876,2020-01-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,,,,orf1ab polyprotein,USA,Homo sapiens,"lung, oronasopharynx",2020-01-21,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHO62879,2020-01-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,,,,envelope protein,USA,Homo sapiens,"lung, oronasopharynx",2020-01-21,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
"",QHO62880,2020-01-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,,,,membrane glycoprotein,USA,Homo sapiens,"lung, oronasopharynx",2020-01-21,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHZ00380,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,,,,ORF3a protein,South Korea,Homo sapiens,,2020-01,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
"",QHZ00381,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,,,,envelope protein,South Korea,Homo sapiens,,2020-01,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
"",QHZ00383,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,,,,ORF6 protein,South Korea,Homo sapiens,,2020-01,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
"",QHZ00385,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,ORF8 protein,South Korea,Homo sapiens,,2020-01,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
"",QHZ00387,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,,,,ORF10 protein,South Korea,Homo sapiens,,2020-01,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
"",QIA20054,2020-02-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,187,,,,ORF1ab polyprotein,Australia,Homo sapiens,oronasopharynx,2020-01,,"ORF1ab polyprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
"",QIA20055,2020-02-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,187,,,,ORF1ab polyprotein,Australia,Homo sapiens,oronasopharynx,2020-01,,"ORF1ab polyprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
"",QIA20056,2020-02-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,187,,,,ORF1ab polyprotein,Australia,Homo sapiens,oronasopharynx,2020-02,,"ORF1ab polyprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
"",QIA20057,2020-02-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,187,,,,ORF1ab polyprotein,Australia,Homo sapiens,"lung, oronasopharynx",2020-02,,"ORF1ab polyprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
"",QHU79171,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,,,,orf1ab polyprotein,Finland,Homo sapiens,,2020-01-29,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHU79172,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,4405,,,,orf1a polyprotein,Finland,Homo sapiens,,2020-01-29,,orf1a polyprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHU79173,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,,,,surface glycoprotein,Finland,Homo sapiens,,2020-01-29,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHU79174,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,,,,ORF3a protein,Finland,Homo sapiens,,2020-01-29,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
"",QHU79175,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,,,,envelope protein,Finland,Homo sapiens,,2020-01-29,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
"",QHU79176,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,,,,membrane glycoprotein,Finland,Homo sapiens,,2020-01-29,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHU79177,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,,,,ORF6 protein,Finland,Homo sapiens,,2020-01-29,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
"",QHU79178,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,ORF7a protein,Finland,Homo sapiens,,2020-01-29,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
"",QHU79179,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,43,,,,ORF7b protein,Finland,Homo sapiens,,2020-01-29,,ORF7b protein [Severe acute respiratory syndrome coronavirus 2]
"",QHU79180,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,ORF8 protein,Finland,Homo sapiens,,2020-01-29,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
"",QHU79181,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,,,,nucleocapsid phosphoprotein,Finland,Homo sapiens,,2020-01-29,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHU79182,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,,,,ORF10 protein,Finland,Homo sapiens,,2020-01-29,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
"",QHQ82463,2020-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,,,,orf1ab polyprotein,USA,Homo sapiens,feces,2020-01-22,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHQ82464,2020-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,,,,surface glycoprotein,USA,Homo sapiens,feces,2020-01-22,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHQ82465,2020-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,,,,orf3a protein,USA,Homo sapiens,feces,2020-01-22,,orf3a protein [Severe acute respiratory syndrome coronavirus 2]
"",QHQ82466,2020-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,,,,envelope protein,USA,Homo sapiens,feces,2020-01-22,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
"",QHQ82467,2020-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,,,,membrane glycoprotein,USA,Homo sapiens,feces,2020-01-22,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHQ82468,2020-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,,,,orf6 protein,USA,Homo sapiens,feces,2020-01-22,,orf6 protein [Severe acute respiratory syndrome coronavirus 2]
"",QHQ82469,2020-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,orf7a protein,USA,Homo sapiens,feces,2020-01-22,,orf7a protein [Severe acute respiratory syndrome coronavirus 2]
"",QHQ82470,2020-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,orf8 protein,USA,Homo sapiens,feces,2020-01-22,,orf8 protein [Severe acute respiratory syndrome coronavirus 2]
"",QHQ82471,2020-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,,,,nucleocapsid phosphoprotein,USA,Homo sapiens,feces,2020-01-22,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHQ82472,2020-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,,,,orf10 protein,USA,Homo sapiens,feces,2020-01-22,,orf10 protein [Severe acute respiratory syndrome coronavirus 2]
"",QHU79193,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,,,,orf1ab polyprotein,USA,Homo sapiens,oronasopharynx,2020-01-25,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHU79194,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,,,,surface glycoprotein,USA,Homo sapiens,oronasopharynx,2020-01-25,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHU79195,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,,,,orf3a protein,USA,Homo sapiens,oronasopharynx,2020-01-25,,orf3a protein [Severe acute respiratory syndrome coronavirus 2]
"",QHU79196,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,,,,envelope protein,USA,Homo sapiens,oronasopharynx,2020-01-25,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
"",QHU79197,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,,,,membrane glycoprotein,USA,Homo sapiens,oronasopharynx,2020-01-25,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHU79198,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,,,,orf6 protein,USA,Homo sapiens,oronasopharynx,2020-01-25,,orf6 protein [Severe acute respiratory syndrome coronavirus 2]
"",QHU79199,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,orf7a protein,USA,Homo sapiens,oronasopharynx,2020-01-25,,orf7a protein [Severe acute respiratory syndrome coronavirus 2]
"",QHU79200,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,orf8 protein,USA,Homo sapiens,oronasopharynx,2020-01-25,,orf8 protein [Severe acute respiratory syndrome coronavirus 2]
"",QHU79201,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,,,,nucleocapsid phosphoprotein,USA,Homo sapiens,oronasopharynx,2020-01-25,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHU79202,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,,,,orf10 protein,USA,Homo sapiens,oronasopharynx,2020-01-25,,orf10 protein [Severe acute respiratory syndrome coronavirus 2]
"",QHN73806,2020-01-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,35,,,,surface glycoprotein,China,Homo sapiens,blood,2020-01,,"surface glycoprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
"",QHN73819,2020-01-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,95,,,,ORF1ab polyprotein,China,Homo sapiens,oronasopharynx,2020-01,,"ORF1ab polyprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
"",QHN73795,2020-01-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,,,,surface glycoprotein,China,Homo sapiens,oronasopharynx,2020-01-10,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHN73797,2020-01-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,,,,envelope protein,China,Homo sapiens,oronasopharynx,2020-01-10,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
"",QHN73799,2020-01-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,,,,ORF6 protein,China,Homo sapiens,oronasopharynx,2020-01-10,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
"",QHN73800,2020-01-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,ORF7 protein,China,Homo sapiens,oronasopharynx,2020-01-10,,ORF7 protein [Severe acute respiratory syndrome coronavirus 2]
"",QHN73801,2020-01-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,ORF8 protein,China,Homo sapiens,oronasopharynx,2020-01-10,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
"",QHN73794,2020-01-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,,,,ORF1ab polyprotein,China,Homo sapiens,oronasopharynx,2020-01-10,,ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHN73796,2020-01-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,,,,ORF3 protein,China,Homo sapiens,oronasopharynx,2020-01-10,,ORF3 protein [Severe acute respiratory syndrome coronavirus 2]
"",QHN73798,2020-01-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,,,,membrane glycoprotein,China,Homo sapiens,oronasopharynx,2020-01-10,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHN73802,2020-01-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,,,,nucleocapsid phosphoprotein,China,Homo sapiens,oronasopharynx,2020-01-10,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHR93622,2020-01-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,107,,,,membrane glycoprotein,Italy,Homo sapiens,oronasopharynx,2020-01,,"membrane glycoprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
"",QHN73807,2020-01-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,35,,,,surface glycoprotein,China,Homo sapiens,oronasopharynx,2020-01,,"surface glycoprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
"",QHN73805,2020-01-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,35,,,,surface glycoprotein,China,Homo sapiens,oronasopharynx,2020-01,,"surface glycoprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
"",QHZ00388,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7095,,,,orf1ab polyprotein,USA,Homo sapiens,oronasopharynx,2020-01-31,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHZ00389,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,,,,surface glycoprotein,USA,Homo sapiens,oronasopharynx,2020-01-31,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHZ00390,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,,,,orf3a protein,USA,Homo sapiens,oronasopharynx,2020-01-31,,orf3a protein [Severe acute respiratory syndrome coronavirus 2]
"",QHZ00391,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,,,,envelope protein,USA,Homo sapiens,oronasopharynx,2020-01-31,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
